animal,genre,views,likes,like_rate,dur,upload,channel,subs,title,hook,ai_made,url
猴子,可愛日常,63864460,258035,0.4,5,2025-05-09,BOoMLELOo,114000,monkey eating banana 🍌,猴子專心吃香蕉,False,https://www.youtube.com/shorts/edW-rGVX9RA
猴子,可愛日常,61126080,,,5,2025-06-08,Funny Club TV,11400000,baby monkey eating gummy eyeballs 😋,小猴子吃眼球軟糖,False,https://www.youtube.com/shorts/B3uv7I066EI
猴子,搞笑意外,58007634,287392,0.5,9,2025-10-02,monkey 🐒 🐈 cat,29400,"""Monkey Driving Tractor & Cat Escapes! 🚜🐒🐈💨",猴子開拖拉機，貓咪落跑,True,https://www.youtube.com/shorts/yOPQk-ySkn4
猴子,搞笑意外,54248602,,,5,2025-06-30,Funny Club TV,11400000,Cute monkey won’t share chocolate cake 😤🍰,小猴死不分享巧克力蛋糕,False,https://www.youtube.com/shorts/oi9FqC5vZac
猴子,救援感人,54009658,,,20,2024-10-16,m_ahmed_b,8000000,Cute monkey Crying 🥲❤️|,小猴子哭了讓人心疼,False,https://www.youtube.com/shorts/I4xfQ6OcO1c
猴子,可愛日常,53207592,901546,1.69,11,2022-11-04,ANIMAL FEEDING 2.8,473000,🚩Jai bajrang 🚩 bali_🙏_🐒.video #trending #monkey,猴子做出神奇的舉動,False,https://www.youtube.com/shorts/jl4AxDY19mM
猴子,搞笑意外,52908340,258708,0.49,14,2025-04-04,Advit & Advay,2500000,Advit ko mila monkey 🙉 Tom & Jerry #shorts #funnyshorts #monkey #advitadvay,小男孩遇上調皮猴子,False,https://www.youtube.com/shorts/dM-eWjfd5Ns
猴子,劇情反轉,52671964,378629,0.72,31,2025-04-24,Virtual world,204000,Grandma and the monkey planted a coconut tree 🌴🥥 tree was destroyed 😭 #ai #monkey #grandmother,奶奶和猴子種的椰子樹毀了,True,https://www.youtube.com/shorts/z5fx1XDS8WI
猴子,音樂舞蹈,52293534,661716,1.27,7,2023-03-23,JeetuFunTec,134000,Monkey & Dog Dance Patli Kamariya #shorts #youtubeshorts #trendingshorts #shortsfeed #shortsvideo,猴子和狗一起尬舞,False,https://www.youtube.com/shorts/FJGGxeeD-xg
猴子,可愛日常,51039023,121571,0.24,12,2025-10-28,D9 PARADISE,63200,Chimpanzee | Singapore Zoo,動物園黑猩猩的驚人舉動,False,https://www.youtube.com/shorts/ZxD92gNQrbQ
猴子,劇情反轉,50843806,238646,0.47,16,2025-08-31,Legends & Lives,240000,Monkey Blames Corgi — But Orange Cat’s Spring Trap Sends Him Flying! 🐒💥🎨  #cutdog #funny #cat,猴子誣賴柯基卻被橘貓彈飛,True,https://www.youtube.com/shorts/0I20YCy55p8
鳥類,挑戰實驗,913279791,8627323,0.94,9,2025-05-31,MrBeast,512000000,Can I Teach a Penguin To Subscribe?,能教企鵝按訂閱嗎,False,https://www.youtube.com/shorts/KCRLP-zBacU
鳥類,救援感人,564378898,5802300,1.03,55,2024-03-22,Toys and Colors,82900000,Flying Free: Eva's Heartfelt Discovery & Friendship Story,女孩撿到小鳥的友情故事,False,https://www.youtube.com/shorts/2tebe3boEvg
鳥類,救援感人,434573650,6001278,1.38,60,2025-09-03,Paws & Hearts,5260000,Save a duck egg  #lovestory #animals #cute #rescue #pets #love#duck #egg #animalfriendshipgoals,救下一顆被拋棄的鴨蛋,False,https://www.youtube.com/shorts/zh5YFWngvn0
鳥類,其他,217219645,1934779,0.89,22,2023-05-29,LCareTV,254000,Man catches parrot in a hole tree,男子從樹洞裡抓出鸚鵡,False,https://www.youtube.com/shorts/JzJLdQfugcI
鳥類,搞笑意外,207558989,2955586,1.42,34,2024-02-18,Bibib Family,5910000,Detective Bibib!🕵️ #funnyanimals #owl #funnyvideo #funny #animals #cute #cuteanimals #owls,貓頭鷹偵探出動辦案,False,https://www.youtube.com/shorts/ESW3oam9eGQ
鳥類,搞笑意外,190291331,3842405,2.02,50,2024-01-16,TooTurntTony,7270000,SHARK ATTACKED MY DUCK! 🦈,鯊魚居然攻擊我的鴨子,False,https://www.youtube.com/shorts/H5e-C8Fu1mE
鳥類,可愛日常,183902187,,,20,2023-01-14,Hicham and Hana Fun and Learning,82900,Hana feedings the ducks 😋🦆 #ducks #dubai #seagull #fivelittleducks #hana,小女孩在杜拜餵鴨子,False,https://www.youtube.com/shorts/sf6-uw-OSfI
鳥類,救援感人,178988530,3978435,2.22,54,2025-09-25,Saturn Edits,2930000,"This woman helped a sick owl, when the owl recovered and was released... #helping #respect #shorts",她救活貓頭鷹，放飛那天…,False,https://www.youtube.com/shorts/aLFUA9pLaSw
鳥類,搞笑意外,173911832,4554955,2.62,60,2025-04-17,SmolWild,938000,Parrot impersonation show 🤣🤣 #funnyshorts #funny #funnyanimals #pets #fyp #foryou #cute #parrot,鸚鵡模仿秀笑到停不下來,False,https://www.youtube.com/shorts/pYuwFS8B6bw
鳥類,知識科普,156282594,3603457,2.31,30,2026-01-05,NeuroVerse,83400,Owls Make No Sound When They Fly,貓頭鷹飛行為何沒聲音,False,https://www.youtube.com/shorts/For0NsnCYDw
鳥類,知識科普,153727035,993630,0.65,18,2025-09-02,nature.science_official,177000,Saqaltay - Vulture #naturelovers #animals #planetearth #zoo #birds #animallife #wildlife #travel,近看禿鷲的震撼真面目,False,https://www.youtube.com/shorts/vqItfWyhB1c
鳥類,搞笑意外,150012846,1758823,1.17,8,2022-03-02,seDUCKtive,3320000,Running Duck (outline trend tiktok),跑步鴨子的爆紅特效,False,https://www.youtube.com/shorts/F61CsYgKV5w
鳥類,教學DIY,148555214,1316015,0.89,5,2024-09-09,Trap Post,1350000,Unique Creativity Parrot Trap #shorts,手工自製鸚鵡陷阱,False,https://www.youtube.com/shorts/nl18yh3e_QQ
鳥類,搞笑意外,147650254,1994214,1.35,9,2024-07-06,Packy Films,4030000,When phone is at 1% 😩 #humor #babyduck #shorts,手機剩 1% 電的絕望,True,https://www.youtube.com/shorts/HrXvnINcdPc
鳥類,可愛日常,142049281,1643069,1.16,11,2022-01-25,Mithu,371000,ye mithu talking parrot cute ❤️,會講話的鸚鵡太可愛,False,https://www.youtube.com/shorts/N0sEj6Dn2tA
鳥類,搞笑意外,137833829,182776,0.13,5,2025-07-26,Villagegear,6230000,The DUCK LORD has Arrived! 👑Feeding His Quacking Army! #ducks #funnyanimals #farminglife #omg #epic,鴨子大王率軍搶食,False,https://www.youtube.com/shorts/iCilYB7lhRc
鳥類,救援感人,132182251,2033972,1.54,60,2025-05-07,FADY Fily,7340000,This man rescued the poor abandoned baby parrots and then this happened,他救起被棄養的鸚鵡寶寶,False,https://www.youtube.com/shorts/85yoo4q22Ng
鳥類,搞笑意外,129702727,920589,0.71,34,2026-05-11,Capybluh,3040000,noob vs gugugaga penguin,菜鳥對決咕嚕嘎嘎企鵝,True,https://www.youtube.com/shorts/0b0fDJIyzNU
鳥類,可愛日常,128889804,2083594,1.62,51,2025-03-10,Miller,192000,Those penguins are so cute! #edit #mrpopperspenguins,這群企鵝也太可愛,False,https://www.youtube.com/shorts/bXAPc3_BAeQ
鳥類,可愛日常,128148616,1230991,0.96,10,2024-07-02,Packy Films,4030000,Kindness Behavior Of Baby Duck (Animation Memes) #animation #shots #memes,小鴨暖心的善良舉動,True,https://www.youtube.com/shorts/vECjp_TNlrA
鳥類,搞笑意外,126530965,2982736,2.36,15,2023-04-25,Dusty Douglas,5150000,"🦜🤸‍♀️ 🎥: pus_pupusya (IG), #shorts",鸚鵡表演高難度體操,False,https://www.youtube.com/shorts/RpQlHrgoRjo
鳥類,寵物與人互動,125374434,871487,0.7,15,2025-10-04,Kennyslowbird,,My parrot BEHIND THE SCENES #parrot #parrots #bike #bts #bmx #bikelife #pets #cycling #cyclist #meme,鸚鵡騎車影片的幕後,False,https://www.youtube.com/shorts/QNZQCrkpf5Q
鳥類,救援感人,123877593,4005064,3.23,60,2024-12-13,AnimalLove Stories,10200000,The man found an owl inside his house and then...,男子在家中發現貓頭鷹,False,https://www.youtube.com/shorts/EBoQoI7OfPI
鳥類,寵物與人互動,118817885,4308413,3.63,52,2022-05-27,Lexi Hensler,5390000,I bought a duck.,我買了一隻鴨子,False,https://www.youtube.com/shorts/KiNRDtqguvM
鳥類,可愛日常,112724320,3308633,2.94,29,2024-12-09,Moody Gardens,108000,Marley the Penguin Making Art with Janie,企鵝和人一起作畫,False,https://www.youtube.com/shorts/K4cn6OYG6NY
鳥類,可愛日常,107929035,528420,0.49,5,2025-07-06,wildlife sanju,348000,amazing talking parrot 🦜 mithu 🍏💚🦜 #parrot #talkingparot #petbird #nonstoptalkingparrot #shortvideo,會說話的鸚鵡米圖,False,https://www.youtube.com/shorts/ry-3yHs52QY
鳥類,寵物與人互動,102810754,1760454,1.71,24,2023-05-29,The Churco Family,5230000,WE GOT DUCKS,我們家有鴨子了,False,https://www.youtube.com/shorts/jjaBP3NFppI
鳥類,可愛日常,100519387,1292186,1.29,10,2022-08-29,seDUCKtive,3320000,"Quack, quack (cute duck)",呱呱叫的可愛鴨子,False,https://www.youtube.com/shorts/54-8Ti_9qFg
鳥類,搞笑意外,100367348,375669,0.37,5,2025-06-03,wildlife sanju,348000,talking parrot felling angry 👿😡😡 #parrot #talkingparot #funny #nonstoptalkingparrot #talkingbird,鸚鵡發火開罵,False,https://www.youtube.com/shorts/-cVux5lZh-g
鳥類,搞笑意外,99249654,1082134,1.09,12,2024-06-30,Packy Films,4030000,When you left your door open! 😱 #shorts #funny #duck,門沒關牠就進來了,False,https://www.youtube.com/shorts/kDGEKGJIWNM
鳥類,搞笑意外,98723330,1058309,1.07,33,2026-01-12,KTzz Editz,3250000,Other owls vs Last one 💀,別的貓頭鷹和最後一隻,False,https://www.youtube.com/shorts/icdi7-XlWzQ
鳥類,救援感人,98454839,1193225,1.21,60,2025-06-16,Paws & Hearts,5260000,Beautiful ostrich hatching #wildliferescue #animals #ostrich #rescue #lovestory #love #birds  #cute,鴕鳥蛋破殼而出的瞬間,True,https://www.youtube.com/shorts/P6BdX0mErN8
鳥類,可愛日常,97417596,387083,0.4,17,2025-09-24,cute duck Lele,643000,The little duck didn’t buy crispy noodles just to eat them dry? Check out its creative way of eating,小鴨吃泡麵的創意吃法,False,https://www.youtube.com/shorts/hHxxbFGLlAQ
鳥類,寵物與人互動,93864632,2332247,2.48,45,2024-06-08,Bibib Family,5910000,Hadiah untuk Bimbim part 1‼️🎁🦉#cute #funnyvideo #owls #videolucu #funny #animals,送禮物給貓頭鷹的反應,False,https://www.youtube.com/shorts/NlI_QH6N_Lo
鳥類,寵物與人互動,92982180,2850842,3.07,35,2023-06-27,Bibib Family,5910000,Hadiah untuk Bibib Part 1 #burunghantu #owl #animal #funny #funnyanimal,貓頭鷹收到禮物的反應,False,https://www.youtube.com/shorts/gvd1VpgszHc
鳥類,知識科普,89734907,1143412,1.27,45,2025-06-04,Unique Sphere ,798000,Falcon’s Fight Owl’s Revenge,獵鷹挑釁後貓頭鷹反擊,False,https://www.youtube.com/shorts/AvHkBODOxmQ
鳥類,可愛日常,85797851,764863,0.89,8,2023-02-20,Parrot Media,586000,Parrot Calling Mithu Mithu,鸚鵡一直喊米圖米圖,False,https://www.youtube.com/shorts/5ZDcMROXPcQ
鳥類,搞笑意外,84828795,2348996,2.77,15,2024-07-04,Naomi Kyra,730000,Boy Uses Parrot for Tooth Extraction!,男孩讓鸚鵡幫他拔牙,False,https://www.youtube.com/shorts/G1CGEWs21Qc
鳥類,知識科普,84782595,2964257,3.5,25,2023-05-11,Natural Habitat Shorts,6190000,Owls typically feed their strongest babies first. (In reality though it’s usually the older chicks),貓頭鷹只餵最強的幼鳥,False,https://www.youtube.com/shorts/NDkF47oakuY
鳥類,知識科普,82243252,1563573,1.9,54,2026-04-25,Fact Sky Shorts ,1690000,Things Call Ducks Won’t Tell You 🦆🤫 (Part 2),呼叫鴨不會告訴你的事,False,https://www.youtube.com/shorts/fihzP1CviIs
鳥類,可愛日常,81548397,406033,0.5,22,2026-07-04,Pets Baithak,224000,Baby Parrot Ko Dadi Lene Agai😱 #babyparrot #parrot #chicks  #pets #shorts,奶奶來接小鸚鵡回家,False,https://www.youtube.com/shorts/TYieHzCP8OE
鳥類,搞笑意外,80545689,195068,0.24,5,2025-07-08,Muhamad Yansen,84100,OMG!😱😳 Duck So Angry When I grabbed 👉🐵🌴My Brr Brr Patapim😫#duck #shorts #funny,搶走玩具鴨子當場暴走,False,https://www.youtube.com/shorts/zrkIfhWEL_E
鳥類,ASMR療癒,77808946,410081,0.53,5,2023-05-26,Parrot Ecstasy,173000,Parrot Calling Sound#1#shorts #parrot,鸚鵡的呼喚聲,False,https://www.youtube.com/shorts/NAk7f2QfBnk
鳥類,可愛日常,77167332,2822433,3.66,56,2023-09-22,TooTurntTony,7270000,MEET MY NEW BABY DUCK 🫶🐥,介紹我的新寵物小鴨,False,https://www.youtube.com/shorts/mEo36Uv7Rdw
鳥類,搞笑意外,76593506,2692460,3.52,61,2022-12-01,Ozzy Man Reviews,6310000,Release the Owls! Ozzy Man Quickies,放飛貓頭鷹的爆笑現場,False,https://www.youtube.com/shorts/SOUF1uaIHUs
鳥類,知識科普,76346953,1446566,1.89,12,2025-07-31,THE GREEN LENS,45800,Owl Turning it's head 270 degrees,貓頭鷹的頭能轉270度,False,https://www.youtube.com/shorts/aqhrkUZkK-c
鳥類,搞笑意外,76137747,914681,1.2,26,2024-03-06,Bibib Family,5910000,Ouch!! But Bibib save my life!! #animals #funnyvideo #cute #funny #owl #pets #cuteanimals #funnypets,貓頭鷹出手救了我,False,https://www.youtube.com/shorts/qIMkwXS7__c
鳥類,搞笑意外,76053438,996700,1.31,15,2024-09-23,Packy Films,4030000,Ways to end a friendship 😤🃏 #humor #babyduck #UNOcards,玩UNO玩到友盡,False,https://www.youtube.com/shorts/ni8BtYAo7uY
鳥類,搞笑意外,75492582,1646341,2.18,47,2025-07-09,Loverkitten6,83000,Part 12:Don't underestimate the jealousy of parrots😂  #fyp #pet #foryou#bird  #funnyparrot#parrot,別小看鸚鵡的吃醋功力,False,https://www.youtube.com/shorts/PF_i5PX_tEk
鳥類,救援感人,74300046,857162,1.15,59,2025-05-13,Wild Animals Love,698000,"girl saves parrot from difficult birth, and then #parrot #animals #shorts",女孩救下難產的鸚鵡,False,https://www.youtube.com/shorts/IZmoVd9nepM
鳥類,可愛日常,72236384,313015,0.43,20,2026-06-22,Pets Baithak,224000,Baby Parrot Ko Dada Jee Lene Agaye😱 #babyparrot #parrot #chicks  #pets #shorts,爺爺來接小鸚鵡回家,False,https://www.youtube.com/shorts/ytcKsBsR49c
鳥類,搞笑意外,70720337,765489,1.08,37,2025-02-09,Bibib Family,5910000,Ssshh!!🤫 Jangan beritahu Bibib!👌😌 #owl #funnyanimals #funnyvideo #cute #pets #funnypets,噓，別告訴貓頭鷹,False,https://www.youtube.com/shorts/2fm3CMgFAFE
鳥類,救援感人,69594894,121763,0.17,10,2025-06-04,SNA CREATOR  ,70100,A disabled duckling helps his cat friend 🐥 #DuckRescue #CuteAnimal #AnimalRescue,殘疾小鴨出手幫貓朋友,True,https://www.youtube.com/shorts/DuOIrQFrD8s
鳥類,搞笑意外,67032024,544884,0.81,6,2024-10-25,AanyaVeena,373000,cute toucan 🦤💞 & monkey 🐒 funny 🤣#funnyvideos #toucan #monkey #viral #video #funny #cute #shorts,大嘴鳥和猴子的爆笑互動,False,https://www.youtube.com/shorts/kRiU0Z52pRc
鳥類,寵物與人互動,64993986,255049,0.39,22,2026-06-15,Pets Baithak,224000,Baby Parrot Ko Lene Agaye😱🦜 #babyparrot #parrot #birds #pets #shorts,出發去接小鸚鵡回家,False,https://www.youtube.com/shorts/JukF6mGFjmc
鳥類,知識科普,64306002,1044304,1.62,35,2023-08-17,Bibib Family,5910000,Kaki burunghantu bisa sepanjang ini?? #burunghantu #owl #animal #animalfunny #funny #funnyanimal,貓頭鷹的腿竟然這麼長,False,https://www.youtube.com/shorts/eMXo_ccxwO8
鳥類,音樂舞蹈,63760381,678197,1.06,13,2024-11-16,Mocki Show,233000,Funniest Parrot Moments Synced to Viral Music #birds #funny #pets #parrot,鸚鵡卡點神同步爆紅神曲,False,https://www.youtube.com/shorts/CvKu2OSvncs
鳥類,劇情反轉,63060437,329327,0.52,19,2025-06-17,Ak Ultra,18800000,AU 🦆 Gold Coins Duck 😁|,會吐金幣的神奇鴨子,True,https://www.youtube.com/shorts/RwXnrX4FgPw
鳥類,挑戰實驗,62995339,286230,0.45,26,2026-02-16,Bibib Family,5910000,Tes Kesetiaan Burunghantu Bibib!💔😅 #funny #cuteanimals #cute #animals #pets #cat #owl,測試貓頭鷹到底忠不忠心,False,https://www.youtube.com/shorts/mPv0TnSCmHQ
鳥類,知識科普,62533877,1333344,2.13,112,2025-05-26,Curiousworld,426000,Owl vs peregrine falcon#animals #wildlife #fyp,貓頭鷹對決遊隼誰更強,False,https://www.youtube.com/shorts/pQyV1C4z1tU
鳥類,知識科普,61112686,736008,1.2,18,2025-10-20,Rendi goodboy,3160000,"Daytime Victim, Nighttime Predator — The Owl’s True Power 🌙🦉 #trending #animals #wildlife #owl",白天被欺負，夜晚變獵手,False,https://www.youtube.com/shorts/wbWx_o3Q9MM
鳥類,知識科普,60859232,1216259,2.0,28,2025-07-23,Zack D. Films,28000000,How To Spin Your Head Like An Owl 😳,教你像貓頭鷹一樣轉頭,True,https://www.youtube.com/shorts/MAMrIt8QNto
鳥類,搞笑意外,60806282,896215,1.47,34,2025-04-16,Hublot Baggins,6430000,This Parrot Talks with an AI 😳 #shorts,鸚鵡跟 AI 聊起天來,False,https://www.youtube.com/shorts/AyIXKYIpT1M
鳥類,知識科普,60484817,1570685,2.6,39,2025-09-22,Sam Scott,287000,What Happens If You Pet a Penguin?,摸企鵝會發生什麼事？,False,https://www.youtube.com/shorts/q17yrK0KRM8
鳥類,搞笑意外,60470872,1518271,2.51,11,2023-04-12,CRAZY GREAPA,29100000,Penguins of Madagascar #funny #tiktok,現實版馬達加斯加企鵝,False,https://www.youtube.com/shorts/hxd7vlJNHGo
鳥類,可愛日常,58973530,275211,0.47,4,2025-05-16,wildlife sanju,348000,mummy papa talking parrot 🦜🦜🦜🌿🌿 #parrot #petbird #nonstoptalkingparrot #talkingbird #talkingparot,鸚鵡一直喊爸爸媽媽,False,https://www.youtube.com/shorts/RlTCf4pFEIg
鳥類,搞笑意外,58949650,286354,0.49,32,2025-10-28,Bibib Family,5910000,Bimbim Mimpi Buruk!😱😨🦉#owl #funny #funnyanimal #animals #cute #cuteanimals #pets#cat,貓頭鷹好像做惡夢了,False,https://www.youtube.com/shorts/W5MJSui9KV0
鳥類,可愛日常,58756704,437513,0.74,15,2025-08-28,Happy parrots,290000,This parrot knows to go poop and wash its face in the morning. #parrots #birds #pets #animals,鸚鵡早上自己上廁所洗臉,False,https://www.youtube.com/shorts/HHC-OTj7St8
鳥類,救援感人,57255931,1027339,1.79,60,2025-08-03,Animal Hustle,1250000,Rescue Hawk Cub #animals #wildliferescue #lovestory #rescue #wildlife #animalrescue#birds #hawk,救回一隻落單的小鷹,False,https://www.youtube.com/shorts/Ijd6fYqctpY
鳥類,搞笑意外,57061083,368535,0.65,8,2023-03-02,Zeetool Presents,63700,Cute Parrot funny video,鸚鵡的爆笑反應,False,https://www.youtube.com/shorts/uaJdrikoSfs
鳥類,救援感人,56408745,465819,0.83,60,2025-04-20,AnimalLove Stories,10200000,A kind family rescued a baby bird fallen outside their window,一家人救了窗外墜落的雛鳥,False,https://www.youtube.com/shorts/x6Tk25W_iaA
鳥類,救援感人,55650416,299949,0.54,35,2025-10-03,Rosniyara,230000,Duck Saved Life 🦆 Heart Touching ❤️#shorts #emotional,鴨子救了一條命,False,https://www.youtube.com/shorts/PUyZuP7m0Vs
鳥類,可愛日常,55617881,261645,0.47,28,2026-02-21,Bibib Family,5910000,Bulu Burunghantu selebat ini ya?!🦉🙄 #owl #funny #cute #cat #animals #pets #funnyvideos #pets,貓頭鷹的毛竟然這麼蓬,False,https://www.youtube.com/shorts/8HObelgKLog
鳥類,可愛日常,54611818,,,22,2025-07-25,Goalisting,1970000,This Girl Got a Baby Chick From the Zoo 🐥❤️,女孩從動物園帶回小雞,False,https://www.youtube.com/shorts/_Wy5Id1d5OY
鳥類,可愛日常,54484856,252074,0.46,26,2026-04-23,Pets lover ,339000,Mini parrot ko Kia hoa #youtubeshorts,這隻迷你鸚鵡怎麼了,False,https://www.youtube.com/shorts/zxMvyhGARhU
鳥類,搞笑意外,54172762,,,18,2025-08-22,Factology ,325000,Duck race 🦆 #shorts,鴨子賽跑開跑了,False,https://www.youtube.com/shorts/9DvCH4A7g4M
鳥類,可愛日常,53336747,1030411,1.93,15,2025-08-21,ViralHog,30200000,Barn Owl Rests on Sea-Goer's Straw Hat || ViralHog,貓頭鷹停在遊客草帽上,False,https://www.youtube.com/shorts/oaaqD78ETnM
鳥類,其他,52995137,1616265,3.05,14,2025-03-05,Rendi goodboy,3160000,owl vs Falcon #trending #animals #wildlife #birds #falcon #owl #fight #shorts #short #youtubeshorts,貓頭鷹對上獵鷹誰會贏,False,https://www.youtube.com/shorts/R0f-Aw_MSaE
鳥類,救援感人,52751196,2289961,4.34,27,2025-04-07,Zack D. Films,28000000,Rescued Penguin Returns Every Year ☺️,被救的企鵝每年都回來,True,https://www.youtube.com/shorts/ZydlOyhog14
鳥類,教學DIY,52510574,1394741,2.66,25,2023-07-29,Kitchen Garden,609000,How to attract Parrots to your balcony #shorts #viralvideo,這樣做鸚鵡就飛來陽台,False,https://www.youtube.com/shorts/uyZHq_mieIc
鳥類,搞笑意外,51375921,1779942,3.46,48,2018-07-13,Cindy Lu McMorrough,184000,Injured owl vs cat,受傷貓頭鷹對上家貓,False,https://www.youtube.com/shorts/BZ1_l8iiDqg
鳥類,救援感人,51110105,1277433,2.5,60,2025-07-02,FADY Fily,7340000,This family rescued a small owl that was stuck in a wire fence and then...,卡在鐵絲網的小貓頭鷹,False,https://www.youtube.com/shorts/L-V2VVX9FWw
鳥類,救援感人,51086107,1236775,2.42,61,2024-12-26,AnimalLove Stories,10200000,This kind man saved abandoned parrots,他救了被遺棄的鸚鵡們,False,https://www.youtube.com/shorts/z6QZyt0hBmY
馬,可愛日常,101557047,1923964,1.89,61,2025-09-26,PawsOfLove,179000,Friendship that needs no language 🥰🥹 #foryou #funny  #cuteanimal #pets #animals #fyp #cute #horse,不需言語的跨物種友情,False,https://www.youtube.com/shorts/OgDlsfcD18s
馬,寵物與人互動,57849339,268092,0.46,12,2026-06-16,The Advika Sharma,4430000,Advika ne horse ko khaana khilaya 🐎 #shorts,小女孩親手餵馬吃飯,False,https://www.youtube.com/shorts/24uSddCPQEs
牛羊豬農場,搞笑意外,730985794,1845843,0.25,5,2025-04-13,Villagegear,6230000,WILD PIG CHASE! 🐖 Farmer vs Beast - WHO WINS?! 🤯 #pigchase #dangerousjobs #parkour #viral,豬狂追農夫，誰會贏,False,https://www.youtube.com/shorts/TueucYK1CwA
牛羊豬農場,音樂舞蹈,504447424,6349300,1.26,16,2024-07-15,J House jr.,35700000,🐷Old McDonald had a pig! #kidssong,王老先生有隻豬,False,https://www.youtube.com/shorts/6z3estmPX-Y
牛羊豬農場,寵物與人互動,408697394,16799410,4.11,37,2024-02-27,Anaya Kandhal,74400000,Anaya Or Gau Mata Ke Liye Kon-Kon Like Krega 🤗,小女孩和牛媽媽的溫馨互動,False,https://www.youtube.com/shorts/dJNNjbmbvdU
牛羊豬農場,搞笑意外,310547988,1783711,0.57,18,2025-06-16,Fun For Pets ,192000,Bull Ne Sab Ki Band Baja Di #funny #viralvideo #cow #foryou #funnyvideo #shorts #viral,公牛一衝全場亂成一團,False,https://www.youtube.com/shorts/lGBpnkpK4_A
牛羊豬農場,可愛日常,265247794,3490126,1.32,15,2022-12-10,ViralHog,30200000,Pig With Her Piglets || ViralHog,豬媽媽帶著一窩小豬,False,https://www.youtube.com/shorts/ZeO3KEG5XZg
牛羊豬農場,搞笑意外,241843729,,,4,2024-01-10,Animal on the Way,292000,Cow baby Voice 😘😘funny Sound/#shorts #cowbaby #funnyshorts #cute #baby  #viral,小牛的叫聲太好笑了,False,https://www.youtube.com/shorts/s1D1fpvl-A0
牛羊豬農場,救援感人,211483569,2697318,1.28,60,2025-09-06,Animal Hustle,1250000,Rescue a piglet #lovestory #animals #rescue #funny #pets #cute #animalrescue #piglet #pig,救出一隻走投無路的小豬,False,https://www.youtube.com/shorts/lzdhvq8POIU
牛羊豬農場,救援感人,208249572,2233394,1.07,60,2025-07-22,Animal Hustle,1250000,Adopt a piglet #animals #lovestory #cute#pig #piglet #pets #friendship,領養一隻小豬回家後,False,https://www.youtube.com/shorts/E3iU9AeCpck
牛羊豬農場,知識科普,201765091,910383,0.45,8,2025-02-16,Worker Vision,2310000,The pig farmer cleverly drives the aggressive black pig into the iron cage. #farmerwork #work,一招把暴衝黑豬趕進鐵籠,False,https://www.youtube.com/shorts/cdIfEm10cPo
牛羊豬農場,知識科普,180209994,273417,0.15,13,2025-08-31,Cebucityfarm,178000,mother pigs work #farmer #pig #hogger #pigbreeding #farming #pigfarming #animals #farmlife,母豬的工作日常大公開,False,https://www.youtube.com/shorts/stcxVNlIMUk
牛羊豬農場,寵物與人互動,146580925,1207168,0.82,38,2024-07-14,The BN Brothers,12400000,Cow Lover 😍🙏 #shorts #trending #viralvideo #ytshorts #videoshorts #cow,他跟牛感情好到黏住,False,https://www.youtube.com/shorts/HVKnZ0xj1SU
牛羊豬農場,搞笑意外,135356863,281949,0.21,6,2025-05-18,Villagegear,6230000,This Farmer vs. ATTACK PIG is Pure Comedy GOLD! 🐗😂 Shield Bro for the Win! #funnyanimals #pig #farm,農夫對戰暴衝豬,False,https://www.youtube.com/shorts/t19OX8zBnRQ
牛羊豬農場,搞笑意外,134860908,622076,0.46,14,2026-06-28,Trang Trâuu,198000,The Girl Teases a Cow… and Regrets It! 🐄😂😱#shorts,女孩逗牛後悔莫及,False,https://www.youtube.com/shorts/wSw9H6l1GwQ
牛羊豬農場,搞笑意外,123364064,574917,0.47,10,2024-11-04,Animals Lover Rifat ,660000,Pagla guro 🔥🐂#cow #animals #shorts #viralvideo #foryou #2024,這頭公牛瘋了,False,https://www.youtube.com/shorts/fpAVk6sjcto
牛羊豬農場,救援感人,122616979,1503102,1.23,60,2025-06-05,Paws & Hearts,5260000,Pig Pet #animals#pet #animalfriendshipgoals#lovestory #love #pets #pig #cute #piglet #piglets,小豬也能當寵物,True,https://www.youtube.com/shorts/PFE5W-d23l0
牛羊豬農場,可愛日常,120264646,1475088,1.23,9,2022-08-09,ViralHog,30200000,Little Girl Sings To Baby Calf || ViralHog,小女孩對小牛唱歌,False,https://www.youtube.com/shorts/Yl65JzffgII
牛羊豬農場,搞笑意外,112934619,463570,0.41,8,2024-07-18,Find A Beauty,563000,Josh cow #shorts,這頭牛超有勁,False,https://www.youtube.com/shorts/UIlCUS5U3w4
牛羊豬農場,搞笑意外,107490720,515255,0.48,18,2025-05-29,Ak Ultra,18800000,Moo 🐮 Hunger To Burger 🥰|,從牛叫聲到漢堡,False,https://www.youtube.com/shorts/BfLquLj4Kzw
牛羊豬農場,寵物與人互動,104585045,516556,0.49,16,2025-08-15,Dekho Boom,127000,Sweet Vendor Feeds Cow Like Never Before,小販餵牛的特別方式,False,https://www.youtube.com/shorts/AMjlF4qNlwA
牛羊豬農場,搞笑意外,101487272,556136,0.55,11,2024-09-01,सुनहरी कृष्ण की  गाय ,2110000,🫡😅 jai gau mata jai shree Krishna #viralvideos #youtube #shorts #short #viral #reels,神牛的搞笑瞬間,False,https://www.youtube.com/shorts/48z4D9cOhHI
